project_id,codigo_actividad,cod_aeri,codigo_campus,year,title,title_norm,status,project_type,knowledge_area,research_line,executing_unit,executing_section,coordinator_original,coordinator_norm,management_unit,funding_type,funder
1,NO APLICA,-,2010-0002,2010,ZONIFICACIÓN DE LOS TEJIDOS URBANOS EN LA PERIFERIA LIMA-CALLAO,ZONIFICACION DE LOS TEJIDOS URBANOS EN LA PERIFERIA LIMA CALLAO,5. Cerrado,básica y aplicada,,,Departamento de Arquitectura,Arquitectura,"MANTOVANI BUSATO, ALDO MARIA ANTONIO",MANTOVANI BUSATO ALDO MARIA ANTONIO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
2,NO APLICA,-,70244.0006,2010,VULNERABILIDAD DE LA PRODUCCIÓN DE CULTIVOS Y DE LA AGROBIODIVERSIDAD FRENTE AL CAMBIO CLIMÁTICO EN LA REGIÓN COSTERA DEL DEPARTAMENTO DE PIURA,VULNERABILIDAD DE LA PRODUCCION DE CULTIVOS Y DE LA AGROBIODIVERSIDAD FRENTE AL CAMBIO CLIMATICO EN LA REGION COSTERA DEL DEPARTAMENTO DE PIURA,5. Cerrado,aplicada,,,CIGA - Centro de Investigación en Geografía Aplicada,,"TAVARES CORREA, CARLOS HENRIQUE",TAVARES CORREA CARLOS HENRIQUE,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,DEUTSCHE GESELLSCHAFT FÜR TECHNISCHE ZUSAMMENARBEIT (GTZ)
3,NO APLICA,-,70243.0005,2010,VALIDACIÓN ESPAÑOLA E HISPANOAMERICANA DE UNA PRUEBA DE PENSAMIENTO CRÍTICO. PROYECTO AUSPICIADO POR AECID,VALIDACION ESPANOLA E HISPANOAMERICANA DE UNA PRUEBA DE PENSAMIENTO CRITICO PROYECTO AUSPICIADO POR AECID,5. Cerrado,aplicada,,,Departamento de Ciencias,Química,"MORALES BUENO, EMMA PATRICIA",MORALES BUENO EMMA PATRICIA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
4,NO APLICA,-,2010-0001,2010,VALIDACIÓN DE UNA PRUEBA DE PENSAMIENTO CRÍTICO CON ESTUDIANTES DE LA FACULTAD DE CIENCIAS E INGENIERÍA DE LA PUCP,VALIDACION DE UNA PRUEBA DE PENSAMIENTO CRITICO CON ESTUDIANTES DE LA FACULTAD DE CIENCIAS E INGENIERIA DE LA PUCP,5. Cerrado,básica y aplicada,,,Departamento de Ciencias,Química,"MORALES BUENO, EMMA PATRICIA",MORALES BUENO EMMA PATRICIA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
5,NO APLICA,-,70243.0012,2010,TURISMO RURAL EN ANTIOQUIA,TURISMO RURAL EN ANTIOQUIA,5. Cerrado,aplicada,,,Departamento de Ciencias Sociales,Antropología,"FULLER OSORES, NORMA JOSEFINA",FULLER OSORES NORMA JOSEFINA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
6,NO APLICA,-,,2010,TEORÍA GENERAL DEL DELITO EN UN ESTADO CONSTITUCIONAL DE DERECHO,TEORIA GENERAL DEL DELITO EN UN ESTADO CONSTITUCIONAL DE DERECHO,5. Cerrado,básica y aplicada,,,Departamento de Derecho,Derecho,"MEINI MENDEZ, IVAN FABIO",MEINI MENDEZ IVAN FABIO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
7,PI0064,-,70244.0007,2010,"TALLER INDIGENOUS GOVERNANCE, EQUITY AND RIGHTS IN PLURALISTIC SETTINGS",TALLER INDIGENOUS GOVERNANCE EQUITY AND RIGHTS IN PLURALISTIC SETTINGS,5. Cerrado,Soporte a la investigación,,,Departamento de Ciencias Sociales,Sociología,"PORTOCARRERO MAISCH, GONZALO",PORTOCARRERO MAISCH GONZALO,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,LIASION GROUP
8,NO APLICA,-,70243.0017,2010,TALLER DE METODOLOGÍA DE INVESTIGACIÓN INTERDISCIPLINARIA PARA DOCENTES,TALLER DE METODOLOGIA DE INVESTIGACION INTERDISCIPLINARIA PARA DOCENTES,5. Cerrado,Soporte a la investigación,,,DGI - Dirección de Gestión de la Investigación,,"REISZ, SUSANA",REISZ SUSANA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
9,NO APLICA,-,2010-0090,2010,SOLUCIÓN DE ECUACIONES ALGEBRAICAS Y DIFERENCIALES: NUEVOS MÉTODOS DE RESOLUCIÓN,SOLUCION DE ECUACIONES ALGEBRAICAS Y DIFERENCIALES NUEVOS METODOS DE RESOLUCION,5. Cerrado,básica y aplicada,,,Departamento de Ciencias,Matemáticas,"UGARTE GUERRA, FRANCISCO JAVIER",UGARTE GUERRA FRANCISCO JAVIER,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
10,NO APLICA,-,2010-0005,2010,SISTEMA ÓPTICO DE MEDICIÓN Y REGISTRO AUTOMÁTICO DE DESPLAZAMIENTOS EN ENSAYOS DE SIMULACIÓN SÍSMICA,SISTEMA OPTICO DE MEDICION Y REGISTRO AUTOMATICO DE DESPLAZAMIENTOS EN ENSAYOS DE SIMULACION SISMICA,5. Cerrado,básica y aplicada,,,Departamento de Ingeniería,Electricidad y Electrónica,"RODRIGUEZ VALDERRAMA, PAUL ANTONIO",RODRIGUEZ VALDERRAMA PAUL ANTONIO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
11,PR0008,-,53813.0023,2010,SISTEMA DE INTERCONEXIÓN ENERGÉTICA CON RIOGENERADORES PUCP EN COMUNIDADES RURALES ALTO ANDINAS DE LOS DEPARTAMENTOS DE CUZCO Y HUANCAVELICA,SISTEMA DE INTERCONEXION ENERGETICA CON RIOGENERADORES PUCP EN COMUNIDADES RURALES ALTO ANDINAS DE LOS DEPARTAMENTOS DE CUZCO Y HUANCAVELICA,5. Cerrado,Desarrollo Tecnológico,,,Departamento de Ingeniería,Mecánica,"HADZICH MARIN, MIGUEL ANGEL",HADZICH MARIN MIGUEL ANGEL,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,Unión Europea
12,NO APLICA,-,70243.0032,2010,"SÍNTESIS, CARACTERIZACIÓN Y PROPIEDADES DE QUITOSANAS ACILADAS - PARTE II",SINTESIS CARACTERIZACION Y PROPIEDADES DE QUITOSANAS ACILADAS PARTE II,5. Cerrado,aplicada,,,Departamento de Ciencias,Química,"NAKAMATSU KUNIYOSHI, JAVIER",NAKAMATSU KUNIYOSHI JAVIER,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
13,NO APLICA,-,2010-0018,2010,"SÍNTESIS, CARACTERIZACIÓN Y PROPIEDADES DE QUITOSANAS ACILADAS",SINTESIS CARACTERIZACION Y PROPIEDADES DE QUITOSANAS ACILADAS,5. Cerrado,básica y aplicada,,,Departamento de Ciencias,Química,"NAKAMATSU KUNIYOSHI, JAVIER",NAKAMATSU KUNIYOSHI JAVIER,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
14,NO APLICA,-,2010-0071,2010,"SINTESIS Y CARACTERIZACION DE ALFA,BETA-POLI(DL-ACIDO ASPARTICO) COMO NUEVO VEHICULO POLIMERICO PARA COMPLEJACION, TRANSPORTE E INGRESO INTRACELULAR MAS EFECTIVO DEL AGENTE ANTIDIABETICO OXOVANADIO (IV)",SINTESIS Y CARACTERIZACION DE ALFA BETA POLI DL ACIDO ASPARTICO COMO NUEVO VEHICULO POLIMERICO PARA COMPLEJACION TRANSPORTE E INGRESO INTRACELULAR MAS EFECTIVO DEL AGENTE ANTIDIABETICO OXOVANADIO IV,5. Cerrado,básica y aplicada,,,Departamento de Ciencias,Química,"GALLI RIGO-RIGHI, CARLA XIMENA",GALLI RIGO RIGHI CARLA XIMENA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
15,NO APLICA,-,2010-0008,2010,SÍNTESIS DE NUEVOS COPOLÍMEROS EN BLOQUE CON SENSIBILIDAD SIMULTÁNEA A LA TEMPERATURA Y AL PH,SINTESIS DE NUEVOS COPOLIMEROS EN BLOQUE CON SENSIBILIDAD SIMULTANEA A LA TEMPERATURA Y AL PH,5. Cerrado,básica y aplicada,,,Departamento de Ciencias,Física,"RUEDA SANCHEZ, JUAN CARLOS",RUEDA SANCHEZ JUAN CARLOS,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
16,PI0073,-,70244.0008,2010,SERVICIO DE ASESORÍA TÉCNICA PARA EL ANÁLISIS DE DESTILACIÓN DE UVA PARA EL CITEVID,SERVICIO DE ASESORIA TECNICA PARA EL ANALISIS DE DESTILACION DE UVA PARA EL CITEVID,5. Cerrado,aplicada,,,IDEA - Instituto de Estudios Ambientales,,"COSIO CARAVASI, ERIC GABRIEL",COSIO CARAVASI ERIC GABRIEL,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,MINISTERIO DE LA PRODUCCIÓN
17,NO APLICA,-,2010-0032,2010,SEÑALIZACIÓN QUÍMICA EN INTERACCIONES MUTUALISTAS ENTRE PLANTAS Y HORMIGAS,SENALIZACION QUIMICA EN INTERACCIONES MUTUALISTAS ENTRE PLANTAS Y HORMIGAS,5. Cerrado,básica y aplicada,,,Departamento de Ciencias,Química,"COSIO CARAVASI, ERIC GABRIEL",COSIO CARAVASI ERIC GABRIEL,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
18,PI0180,-,4142.0054,2010,SEMINARIO TALLER INTERNACIONAL ANDINO SOBRE COMERCIO Y NEGOCIACIONES INTERNACIONALES PARA ACADÉMICOS,SEMINARIO TALLER INTERNACIONAL ANDINO SOBRE COMERCIO Y NEGOCIACIONES INTERNACIONALES PARA ACADEMICOS,5. Cerrado,Soporte a la investigación,,,"CISEPA - Centro de Investigación Social, Económica Política y Antropológica",,"ROMERO CEVALLOS DE IGUIÑIZ, CATALINA EUGENIA",ROMERO CEVALLOS DE IGUINIZ CATALINA EUGENIA,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,ORGANIZACIÓN MUNDIAL DEL COMERCIO
19,NO APLICA,-,70243.0025,2010,REPRESENTACIONES SOCIALES DE LA NIÑEZ EN MADRES DEL DISTRITO DE PUNTA NEGRA,REPRESENTACIONES SOCIALES DE LA NINEZ EN MADRES DEL DISTRITO DE PUNTA NEGRA,5. Cerrado,aplicada,,,Departamento de Psicología,Psicología,"ORÉ LUJÁN, BEATRIZ",ORE LUJAN BEATRIZ,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
20,NO APLICA,-,2010-0019,2010,RECONSTRUCCIÓN DE REDES DE PRODUCCIÓN E INTERCAMBIO DE CERÁMICA DEL HORIZONTE TARDÍO EN LA COSTA CENTRAL USANDO ANÁLISIS COMPOSICIONAL Y SISTEMAS DE INFORMACIÓN GEOGRÁFICA (SIG),RECONSTRUCCION DE REDES DE PRODUCCION E INTERCAMBIO DE CERAMICA DEL HORIZONTE TARDIO EN LA COSTA CENTRAL USANDO ANALISIS COMPOSICIONAL Y SISTEMAS DE INFORMACION GEOGRAFICA SIG,5. Cerrado,básica y aplicada,,,Departamento de Humanidades,Arqueología,"MAKOWSKI HANULA, KRZYSZTOF CEZARY",MAKOWSKI HANULA KRZYSZTOF CEZARY,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
21,NO APLICA,-,70243.0013,2010,PROYECTO MIMETIC: FORMACIÓN EN COMPETENCIAS TIC PARA PROFESORES UNIVERSITARIOS,PROYECTO MIMETIC FORMACION EN COMPETENCIAS TIC PARA PROFESORES UNIVERSITARIOS,5. Cerrado,Soporte a la investigación,,,Departamento de Educación,Educación,"DEL MASTRO VECCHIONE, CRISTINA",DEL MASTRO VECCHIONE CRISTINA,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,UNIVERSIDAD DE POITIERS
22,NO APLICA,-,70243.0030,2010,PROYECTO EXPERIMENTAL (I+D) ENSAYO VIVIENDA SISMORESISTENTE ADOBE ARMADO PUCP-UPM,PROYECTO EXPERIMENTAL I D ENSAYO VIVIENDA SISMORESISTENTE ADOBE ARMADO PUCP UPM,5. Cerrado,aplicada,,,Departamento de Ingeniería,Civil,"BLONDET SAAVEDRA, JORGE MARCIAL",BLONDET SAAVEDRA JORGE MARCIAL,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
23,NO APLICA,-,70243.0015,2010,"PROYECTO ""MODELO THE WORLD"" REPRESENTACIONES ARQUITECTÓNICAS EN EL MUNDO PREHISPÁNICO",PROYECTO MODELO THE WORLD REPRESENTACIONES ARQUITECTONICAS EN EL MUNDO PREHISPANICO,5. Cerrado,aplicada,,,Departamento de Arquitectura,Arquitectura,"CANZIANI AMICO, JOSE",CANZIANI AMICO JOSE,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
24,PI0067,-,,2010,PROPUESTA DE TRABAJO DE LA RED PARA EL DESARROLLO DE LAS CIENCIAS SOCIALES EN EL PERÚ,PROPUESTA DE TRABAJO DE LA RED PARA EL DESARROLLO DE LAS CIENCIAS SOCIALES EN EL PERU,5. Cerrado,Soporte a la investigación,,,Departamento de Ciencias Sociales,Sociología,"PANFICHI HUAMAN, ALDO ITALO",PANFICHI HUAMAN ALDO ITALO,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,FUNDACION FORD (EUA)
25,NO APLICA,-,70244.R001,2010,PROGRAMA DE FIELDWORK EN ETNOMUSICOLOGÍA 2010,PROGRAMA DE FIELDWORK EN ETNOMUSICOLOGIA 2010,5. Cerrado,Soporte a la investigación,,,IDE - Instituto de Etnomusicología,,"ROMERO CEVALLOS, Raúl",ROMERO CEVALLOS RAUL,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,PROGRAMA FIELDSCHOOL
26,NO APLICA,-,5373.0033,2010,PROGRAMA DE ESTRATEGIA TERRITORIAL INTEGRADA - CAJAMARCA,PROGRAMA DE ESTRATEGIA TERRITORIAL INTEGRADA CAJAMARCA,5. Cerrado,aplicada,,,CIGA - Centro de Investigación en Geografía Aplicada,,"BERNEX WEISS DE FALEN, NICOLE EDEL LAURE MARIE",BERNEX WEISS DE FALEN NICOLE EDEL LAURE MARIE,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,Asociación Los Andes de Cajamarca
27,NO APLICA,-,2010-0056,2010,"PROGRAMA ARQUEOLÓGICO SAN JOSÉ DE MORO, VALLE DEL JEQUETEPEQUE TEMPORADA 2010",PROGRAMA ARQUEOLOGICO SAN JOSE DE MORO VALLE DEL JEQUETEPEQUE TEMPORADA 2010,5. Cerrado,básica y aplicada,,,Departamento de Humanidades,Arqueología,"CASTILLO BUTTERS, LUIS JAIME",CASTILLO BUTTERS LUIS JAIME,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
28,NO APLICA,-,7021.0013,2010,PROGRAMA ARQUEOLÓGICO SAN JOSÉ DE MORO 2010,PROGRAMA ARQUEOLOGICO SAN JOSE DE MORO 2010,5. Cerrado,Soporte a la investigación,,,Departamento de Humanidades,Arqueología,"CASTILLO BUTTERS, LUIS JAIME",CASTILLO BUTTERS LUIS JAIME,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,PROGRAMA FIELDSCHOOL
29,NO APLICA,-,2010-0003,2010,PREPARACIÓN Y APLICACIÓN DE NANOPARTÍCULAS DE FE DOPADOS CON PD COMO SENSORES PARA LA DETECCIÓN DE PROPANO,PREPARACION Y APLICACION DE NANOPARTICULAS DE FE DOPADOS CON PD COMO SENSORES PARA LA DETECCION DE PROPANO,5. Cerrado,básica y aplicada,,,Departamento de Ciencias,Química,"SUN KOU, MARIA DEL ROSARIO",SUN KOU MARIA DEL ROSARIO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
30,NO APLICA,-,2010-0094,2010,POLÍTICAS PÚBLICAS DE TELEVISIÓN Y SU ARTICULACIÓN CON LOS PROCESOS DE DEMOCRATIZACIÓN EN EL PERÚ . UNA PERSPECTIVA COMPARADA.,POLITICAS PUBLICAS DE TELEVISION Y SU ARTICULACION CON LOS PROCESOS DE DEMOCRATIZACION EN EL PERU UNA PERSPECTIVA COMPARADA,5. Cerrado,básica y aplicada,,,Departamento de Comunicaciones,Comunicaciones,"ACEVEDO ROJAS, JORGE LUIS",ACEVEDO ROJAS JORGE LUIS,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
31,NO APLICA,-,70243.0019,2010,PODER Y AUTORIDAD EN ESPAÑA Y AMÉRICA: DEL DESCUBRIMIENTO A LA INDEPENDENCIA,PODER Y AUTORIDAD EN ESPANA Y AMERICA DEL DESCUBRIMIENTO A LA INDEPENDENCIA,5. Cerrado,aplicada,,,Departamento de Humanidades,Lingüística y Literatura,"RODRIGUEZ GARRIDO, JOSE ANTONIO ALADINO",RODRIGUEZ GARRIDO JOSE ANTONIO ALADINO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
32,NO APLICA,-,2010-0026,2010,"PERSPECTIVA DE TIEMPO FUTURO, ESTRÉS PERCIBIDO, RECURSOS DE AFRONTAMIENTO, PATRONES DE PERFECCIONISMO Y SATISFACCIÓN DE VIDA EN ESTUDIANTES UNIVERSITARIOS DE PERÚ, ESTADOS UNIDOS Y COSTA RICA: UN ESTUDIO TRANSCULTURAL",PERSPECTIVA DE TIEMPO FUTURO ESTRES PERCIBIDO RECURSOS DE AFRONTAMIENTO PATRONES DE PERFECCIONISMO Y SATISFACCION DE VIDA EN ESTUDIANTES UNIVERSITARIOS DE PERU ESTADOS UNIDOS Y COSTA RICA UN ESTUDIO TRANSCULTURAL,5. Cerrado,básica y aplicada,,,Departamento de Psicología,Psicología,"MARTÍNEZ URIBE, PATRICIA",MARTINEZ URIBE PATRICIA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
33,NO APLICA,-,70243.0033,2010,PARTICIPACIÓN EN EL VIII SIMPOSIO LATINO AMERICANO DE FÍSICA DE ALTAS ENERGÍAS (SILAFAE 2010),PARTICIPACION EN EL VIII SIMPOSIO LATINO AMERICANO DE FISICA DE ALTAS ENERGIAS SILAFAE 2010,5. Cerrado,Soporte a la investigación,,,Departamento de Ciencias,Física,"GAGO MEDINA, ALBERTO MARTIN",GAGO MEDINA ALBERTO MARTIN,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
34,NO APLICA,-,70243.0003,2010,PARTE III: ENSAYOS DE SIMULACIÓN SÍSMICA PARA LA CONSTRUCCIÓN Y ENSAYO DE MÓDULO DE ADOBE,PARTE III ENSAYOS DE SIMULACION SISMICA PARA LA CONSTRUCCION Y ENSAYO DE MODULO DE ADOBE,5. Cerrado,Soporte a la investigación,,,Departamento de Ingeniería,Civil,"BLONDET SAAVEDRA, JORGE MARCIAL",BLONDET SAAVEDRA JORGE MARCIAL,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
35,NO APLICA,-,2010-0020,2010,OTRA LIMA. LECTURAS URBANAS DE LA CIUDAD CONTEMPORÁNEA.,OTRA LIMA LECTURAS URBANAS DE LA CIUDAD CONTEMPORANEA,5. Cerrado,básica y aplicada,,,Departamento de Arquitectura,Arquitectura,"LLONA RIDOUTT, MICHELLE ALEJANDRA",LLONA RIDOUTT MICHELLE ALEJANDRA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
36,NO APLICA,-,70243.0008,2010,OCULTACIONES EN ASTRONOMÍA,OCULTACIONES EN ASTRONOMIA,5. Cerrado,aplicada,,,Departamento de Ciencias,Física,"PAJUELO CUBILLAS, MYRIAM",PAJUELO CUBILLAS MYRIAM,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
37,NO APLICA,-,2010-0049,2010,NEGOCIANDO EL PODER: EL VIRREINATO DEL PERÚ Y LA CORONA ESPAÑOLA EN EL SIGLO XVII (ETAPA 1),NEGOCIANDO EL PODER EL VIRREINATO DEL PERU Y LA CORONA ESPANOLA EN EL SIGLO XVII ETAPA 1,5. Cerrado,básica y aplicada,,,Departamento de Humanidades,Historia,"SUAREZ ESPINOSA, MARGARITA MARIA",SUAREZ ESPINOSA MARGARITA MARIA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
38,NO APLICA,-,70243.0016,2010,MONOTONICIDAD DE LA CORRESPONDENCIA DE DEMANDA,MONOTONICIDAD DE LA CORRESPONDENCIA DE DEMANDA,5. Cerrado,aplicada,,,Departamento de Ciencias,Matemáticas,"JORDÁN LISA, ABELARDO",JORDAN LISA ABELARDO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
39,NO APLICA,-,2010-0072,2010,MODELOS DE REGRESIÓN PARA PROPORCIONES,MODELOS DE REGRESION PARA PROPORCIONES,5. Cerrado,básica y aplicada,,,Departamento de Ciencias,Matemáticas,"VALDIVIESO SERRANO, LUIS HILMAR",VALDIVIESO SERRANO LUIS HILMAR,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
40,PI0002,-,4142.0051,2010,"MIGRACIONES, CAPITAL SOCIAL Y DESARROLLO HUMANO EN AMÉRICA LATINA. EL PAPEL DEL CAPITAL SOCIAL DE LOS MIGRANTES EN EL DESARROLLO HUMANO DE LAS SOCIEDADES LATINOAMERICANA",MIGRACIONES CAPITAL SOCIAL Y DESARROLLO HUMANO EN AMERICA LATINA EL PAPEL DEL CAPITAL SOCIAL DE LOS MIGRANTES EN EL DESARROLLO HUMANO DE LAS SOCIEDADES LATINOAMERICANA,5. Cerrado,aplicada,,,"CISEPA - Centro de Investigación Social, Económica Política y Antropológica",,"ANSION MALLET, Jean Marie",ANSION MALLET JEAN MARIE,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,FEDERACIÓN INTERNACIONAL DE UNIVERSIDADES CATÓLICAS (FIUC)
41,NO APLICA,-,70243.0002,2010,LIBRO DE TEXTO 1: CRECIMIENTO ECONÓMICO: ENFOQUES Y MODELOS. SEGUNDA PARTE,LIBRO DE TEXTO 1 CRECIMIENTO ECONOMICO ENFOQUES Y MODELOS SEGUNDA PARTE,5. Cerrado,Soporte a la investigación,,,Departamento de Economía,Economía,"JIMÉNEZ JAIMES, FÉLIX OVIDIO",JIMENEZ JAIMES FELIX OVIDIO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
42,NO APLICA,-,70243.0023,2010,LA SALUD EN UNIVERSITARIOS DE LIMA: UNA APROXIMACIÓN INTEGRAL,LA SALUD EN UNIVERSITARIOS DE LIMA UNA APROXIMACION INTEGRAL,5. Cerrado,aplicada,,,Departamento de Psicología,Psicología,"CASSARETTO BARDALES, MONICA DE LOS MILAGROS",CASSARETTO BARDALES MONICA DE LOS MILAGROS,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
43,NO APLICA,-,70243.0021,2010,"LA PARTICIPACIÓN DE LAS MADRES EN LA INSCRIPCIÓN, ORDEN SIMBÓLICO EN TEXTOS DRAMATURGIA LIMEÑA CONTEMPORÁNEA",LA PARTICIPACION DE LAS MADRES EN LA INSCRIPCION ORDEN SIMBOLICO EN TEXTOS DRAMATURGIA LIMENA CONTEMPORANEA,5. Cerrado,aplicada,,,Departamento de Psicología,Psicología,"TORRES VILAR, NATALIA",TORRES VILAR NATALIA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
44,NO APLICA,-,70243.0004,2010,LA MORAL ROMÁNTICA EN WILLIAM JAMES Y MARIANO IBERICO,LA MORAL ROMANTICA EN WILLIAM JAMES Y MARIANO IBERICO,5. Cerrado,aplicada,,,Departamento de Humanidades,Filosofía,"OROZCO CONTRERAS, RICHARD ANTONIO",OROZCO CONTRERAS RICHARD ANTONIO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
45,NO APLICA,-,2010-0034,2010,LA ESTABILIDAD DE LA COSTA PERUANA FRENTE AL CALENTAMIENTO GLOBAL,LA ESTABILIDAD DE LA COSTA PERUANA FRENTE AL CALENTAMIENTO GLOBAL,5. Cerrado,básica y aplicada,,,Departamento de Humanidades,Geografía,"TAVARES CORREA, CARLOS HENRIQUE",TAVARES CORREA CARLOS HENRIQUE,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
46,NO APLICA,-,2010-0024,2010,"LA CANTUTA, UN CASO DE INVESTIGACIÓN PERIODÍSTICA",LA CANTUTA UN CASO DE INVESTIGACION PERIODISTICA,5. Cerrado,básica y aplicada,,,Departamento de Comunicaciones,Comunicaciones,"CRUZ VILCHEZ, EDMUNDO",CRUZ VILCHEZ EDMUNDO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
47,NO APLICA,-,70243.0018,2010,INTUICIÓN Y PROBLEMAS DE OPTIMIZACIÓN EN LOS PROCESOS DE ENSEÑANZA - APRENDIZAJE EN LA EDUCACIÓN BÁSICA,INTUICION Y PROBLEMAS DE OPTIMIZACION EN LOS PROCESOS DE ENSENANZA APRENDIZAJE EN LA EDUCACION BASICA,5. Cerrado,aplicada,,,Departamento de Ciencias,Matemáticas,"MALASPINA JURADO, ULDARICO VICTOR",MALASPINA JURADO ULDARICO VICTOR,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
48,PI0152,-,4142.0052,2010,INCORPORACIÓN TRANSVERSAL DE LA PERSPECTIVA DE EQUIDAD ENTRE HOMBRES Y MUJERES EN EL PROPOMAC,INCORPORACION TRANSVERSAL DE LA PERSPECTIVA DE EQUIDAD ENTRE HOMBRES Y MUJERES EN EL PROPOMAC,5. Cerrado,aplicada,,,"CISEPA - Centro de Investigación Social, Económica Política y Antropológica",,"RIVERA ORAMS, María Cecilia",RIVERA ORAMS MARIA CECILIA,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,Cárita del Perú
49,NO APLICA,-,2010-0046,2010,"IMPLEMENTACIÓN DE UN SISTEMA DE TRAZABILIDAD DE GANADO VACUNO, CON IDENTIFICACIÓN UTILIZANDO TECNOLOGÍA DE IDENTIFICACIÓN POR RADIO FRECUENCIA (RFID) Y GESTIÓN DE DATOS MEDIANTE UN SISTEMA DE INFORMACIÓN CON ACCESO WEB.",IMPLEMENTACION DE UN SISTEMA DE TRAZABILIDAD DE GANADO VACUNO CON IDENTIFICACION UTILIZANDO TECNOLOGIA DE IDENTIFICACION POR RADIO FRECUENCIA RFID Y GESTION DE DATOS MEDIANTE UN SISTEMA DE INFORMACION CON ACCESO WEB,5. Cerrado,básica y aplicada,,,Departamento de Ingeniería,Telecomunicaciones,"VELARDE CRIADO, ÁNGELO",VELARDE CRIADO ANGELO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
50,NO APLICA,-,635.0013,2010,"HUAMAN TRAFFICKING: NIÑOS, ADOLESCENTES Y NARCOTRÁFICO EN LAS ZONAS COCALERAS",HUAMAN TRAFFICKING NINOS ADOLESCENTES Y NARCOTRAFICO EN LAS ZONAS COCALERAS,5. Cerrado,aplicada,,,IDEI - Instituto de Estudios Internacionales,,"NOVAK TALAVERA, Fabián",NOVAK TALAVERA FABIAN,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,EMBAJADA DE LOS PAISES BAJOS EN EL PERÚ
51,NO APLICA,-,2010-0025,2010,GEOMETRÍA NO CONMUTATIVA Y ALGEBRAS DE HOPF,GEOMETRIA NO CONMUTATIVA Y ALGEBRAS DE HOPF,5. Cerrado,básica y aplicada,,,Departamento de Ciencias,Matemáticas,"VALQUI HAASE, CHRISTIAN HOLGER",VALQUI HAASE CHRISTIAN HOLGER,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
