project_id,codigo_actividad,cod_aeri,codigo_campus,year,title,title_norm,status,project_type,knowledge_area,research_line,executing_unit,executing_section,coordinator_original,coordinator_norm,management_unit,funding_type,funder
557,NO APLICA,2014-CAPI-058,NO APLICA,2014,ALGORITMOS PARALELOS PARA EL ANÁLISIS DE VIDEOS FULL-HD DE FLUJO VEHICULAR REGISTRADOS DESDE UN UAV (UNMANNED AERIAL VEHICLE),ALGORITMOS PARALELOS PARA EL ANALISIS DE VIDEOS FULL HD DE FLUJO VEHICULAR REGISTRADOS DESDE UN UAV UNMANNED AERIAL VEHICLE,5. Cerrado,básica y aplicada,,,Departamento de Ingeniería,Electricidad y Electrónica,"RODRIGUEZ VALDERRAMA, PAUL ANTONIO",RODRIGUEZ VALDERRAMA PAUL ANTONIO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
558,NO APLICA,-,NO APLICA,2014,"AGENDAS GLOBALES, TRADUCCIONES LOCALES: CAPACIDADES ESTATALES EN EL CONTEXTO DEL BOOM EXTRACTIVO.",AGENDAS GLOBALES TRADUCCIONES LOCALES CAPACIDADES ESTATALES EN EL CONTEXTO DEL BOOM EXTRACTIVO,5. Cerrado,Interdisciplinario,,,Departamento de Ciencias Sociales,Sociología,"PAREDES GONZALES, MARITZA VICTORIA",PAREDES GONZALES MARITZA VICTORIA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
559,NO APLICA,2014-CAPI-013,NO APLICA,2014,¿CÓMO SE FORMAN LOS POLICÍAS? ANÁLISIS DEL PLAN DE ESTUDIOS DE LA ESCUELA DE OFICIALES DE LA POLICÍA NACIONAL DEL PERÚ,COMO SE FORMAN LOS POLICIAS ANALISIS DEL PLAN DE ESTUDIOS DE LA ESCUELA DE OFICIALES DE LA POLICIA NACIONAL DEL PERU,5. Cerrado,básica y aplicada,,,Departamento de Derecho,Derecho,"DE LA JARA BASOMBRIO, ERNESTO CARLOS",DE LA JARA BASOMBRIO ERNESTO CARLOS,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
560,NO APLICA,2015-CAPI-069,NO APLICA,2015,"VALORACIONES, H-CUERPOS Y SERIES GENERALIZADAS PARA LA CONSTRUCCIÓN EXPLÍCITA DE SOLUCIONES DE ECUACIONES",VALORACIONES H CUERPOS Y SERIES GENERALIZADAS PARA LA CONSTRUCCION EXPLICITA DE SOLUCIONES DE ECUACIONES,5. Cerrado,básica y aplicada,Ciencias Naturales,Matemáticas puras,Departamento de Ciencias,Matemáticas,"UGARTE GUERRA, FRANCISCO JAVIER",UGARTE GUERRA FRANCISCO JAVIER,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
561,NO APLICA,2015-CAPI-087,NO APLICA,2015,VALIDACIÓN DE VIBROELASTOGRAFÍA COMO HERRAMIENTA DE DIAGNÓSTICO DE CÁNCER DE MAMA EN LA POBLACIÓN PERUANA,VALIDACION DE VIBROELASTOGRAFIA COMO HERRAMIENTA DE DIAGNOSTICO DE CANCER DE MAMA EN LA POBLACION PERUANA,5. Cerrado,básica y aplicada,Ciencias Médicas y de Salud,Ciencias analíticas,Departamento de Ingeniería,Electricidad y Electrónica,"CASTAÑEDA APHAN, BENJAMÍN",CASTANEDA APHAN BENJAMIN,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
562,NO APLICA,2015-CAPI-067,NO APLICA,2015,UNA PROPUESTA FORMAL DE ENSEÑANZA CONSTRUCTIVA DE LA DIVISIÓN Y DIVISIBILIDAD DE NÚMEROS NATURALES PARA LA EDUCACIÓN BÁSICA REGULAR,UNA PROPUESTA FORMAL DE ENSENANZA CONSTRUCTIVA DE LA DIVISION Y DIVISIBILIDAD DE NUMEROS NATURALES PARA LA EDUCACION BASICA REGULAR,5. Cerrado,básica y aplicada,Ciencias Naturales,Formación universitaria,Departamento de Ciencias,Matemáticas,"VALLEJO VARGAS, ESTELA AURORA",VALLEJO VARGAS ESTELA AURORA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
563,NO APLICA,2015-CAPI-111,NO APLICA,2015,TESTAMENTOS DE INDIOS NOBLES CAJAMARQUINOS DE LOS SIGLOS XVI AL XVIII: UN ACERCAMIENTO INTERDISCIPLINARIO,TESTAMENTOS DE INDIOS NOBLES CAJAMARQUINOS DE LOS SIGLOS XVI AL XVIII UN ACERCAMIENTO INTERDISCIPLINARIO,5. Cerrado,básica y aplicada,Humanidades,"Lenguaje, sociedad y poder",Departamento de Humanidades,Lingüística y Literatura,"ANDRADE CIUDAD, LUIS FLORENTINO",ANDRADE CIUDAD LUIS FLORENTINO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
564,NO APLICA,2015-CAPI-129,NO APLICA,2015,"TEMAS, MODELOS Y LICENCIAS EN TRES SERMONARIOS ANDINOS (S.XVI-XVII)",TEMAS MODELOS Y LICENCIAS EN TRES SERMONARIOS ANDINOS S XVI XVII,5. Cerrado,básica y aplicada,Humanidades,"Cultura, imaginarios y lenguajes",Departamento de Humanidades,Lingüística y Literatura,"EZCURRA RIVERO, ALVARO ALONSO",EZCURRA RIVERO ALVARO ALONSO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
565,NO APLICA,2015-FEXT-043,NO APLICA,2015,SUSTAINABLE DESIGN AND MANAGEMENT OF INDUSTRIAL ASETES THROUGH TOTAL VALUE AND COST OF OWNERSHIP,SUSTAINABLE DESIGN AND MANAGEMENT OF INDUSTRIAL ASETES THROUGH TOTAL VALUE AND COST OF OWNERSHIP,5. Cerrado,básica,Ingeniería y Tecnología,Organización industrial,Departamento de Ingeniería,Industrial,"COLLANTES BOHORQUEZ, JAIME REMIGIO",COLLANTES BOHORQUEZ JAIME REMIGIO,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,POLITECNICO DI MILANO (POLIMI)
566,NO APLICA,2015-CAPI-078,NO APLICA,2015,SUPERANDO EL LÍMITE DE DIFRACCIÓN EN IMÁGENES ULTRASÓNICAS - UN ESTUDIO INTERINSTITUCIONAL,SUPERANDO EL LIMITE DE DIFRACCION EN IMAGENES ULTRASONICAS UN ESTUDIO INTERINSTITUCIONAL,5. Cerrado,básica y aplicada,Ingeniería y Tecnología,Ciencias e ingeniería de los materiales,Departamento de Ingeniería,Electricidad y Electrónica,"LAVARELLO MONTERO, ROBERTO JANNIEL",LAVARELLO MONTERO ROBERTO JANNIEL,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
567,NO APLICA,2015-CAPI-110,NO APLICA,2015,STATISTICAL METHODS FOR SURVIVAL DATA AND MIXED EFFECT REGRESSION MODELS FOR PROPORTIONS,STATISTICAL METHODS FOR SURVIVAL DATA AND MIXED EFFECT REGRESSION MODELS FOR PROPORTIONS,5. Cerrado,básica y aplicada,Ciencias Naturales,Ciencias analíticas,Departamento de Ciencias,Matemáticas,"SAL Y ROSAS CELI, VICTOR GIANCARLO",SAL Y ROSAS CELI VICTOR GIANCARLO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
568,NO APLICA,2015-FAI-031,NO APLICA,2015,SONIDOS ESENCIALES: OBRAS FUNDAMENTALES DE LA MÚSICA PERUANA DE VANGUARDIA (1978 - 2005).,SONIDOS ESENCIALES OBRAS FUNDAMENTALES DE LA MUSICA PERUANA DE VANGUARDIA 1978 2005,5. Cerrado,básica y aplicada,Humanidades,"Comunicación, arte y cultura",Departamento de Comunicaciones,Comunicaciones,"DEL VALLE CARDENAS, MANUEL AUGUSTO",DEL VALLE CARDENAS MANUEL AUGUSTO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
569,NO APLICA,2015-FAI-022,NO APLICA,2015,SISTEMATIZACIÓN Y PUBLICACIÓN DE RESULTADOS DE LA INVESTIGACIÓN SOBRE ORIENTACIÓN DE META EN LA MOTIVACIÓN DE LOGRO DE ADOLESCENTE ESCOLARES,SISTEMATIZACION Y PUBLICACION DE RESULTADOS DE LA INVESTIGACION SOBRE ORIENTACION DE META EN LA MOTIVACION DE LOGRO DE ADOLESCENTE ESCOLARES,5. Cerrado,básica y aplicada,Ciencias Sociales,Salud y bienestar,Departamento de Psicología,Psicología,"CLAUX ALFARO, MARY",CLAUX ALFARO MARY,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
570,NO APLICA,2015-CAPI-064,NO APLICA,2015,SÍNTESIS DE NUEVOS COMPÓSITOS TERMOSENSIBLES HIDROGEL-NANOPARTÍCULAS DE ORO,SINTESIS DE NUEVOS COMPOSITOS TERMOSENSIBLES HIDROGEL NANOPARTICULAS DE ORO,5. Cerrado,básica y aplicada,Ciencias Naturales,Polímeros,Departamento de Ciencias,Física,"RUEDA SANCHEZ, JUAN CARLOS",RUEDA SANCHEZ JUAN CARLOS,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
571,NO APLICA,2015-CAPI-066,NO APLICA,2015,SINTAXIS DE LA LENGUA DE SEÑAS PERUANA,SINTAXIS DE LA LENGUA DE SENAS PERUANA,5. Cerrado,básica y aplicada,Humanidades,Teoría lingüística y gramática formal,Departamento de Humanidades,Lingüística y Literatura,"RODRÍGUEZ MONDOÑEDO, MIGUEL MARTÍN",RODRIGUEZ MONDONEDO MIGUEL MARTIN,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
572,NO APLICA,2015-CAPI-076,NO APLICA,2015,SEGURIDAD DEL APEGO CON DIVERSAS FIGURAS Y DESARROLLO SOCIOEMOCIONAL EN NIÑOS PRESCOLARES,SEGURIDAD DEL APEGO CON DIVERSAS FIGURAS Y DESARROLLO SOCIOEMOCIONAL EN NINOS PRESCOLARES,5. Cerrado,básica y aplicada,Ciencias Sociales,Salud y bienestar,Departamento de Psicología,Psicología,"FOURMENT SIFUENTES, KATHERINE GRETEL",FOURMENT SIFUENTES KATHERINE GRETEL,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
573,NO APLICA,2015-CAPI-073,NO APLICA,2015,REDES DE INTERCAMBIO MARÍTIMAS Y TERRESTRES A LARGA DISTANCIA DE VASIJAS DE CERÁMICA DE PRESTIGIO EN LOS ANDES CENTRALES DURANTE EL PRIMER MILENIO ANTES DE NUESTRA ERA: UN ENFOQUE INTERDISCIPLINARIO,REDES DE INTERCAMBIO MARITIMAS Y TERRESTRES A LARGA DISTANCIA DE VASIJAS DE CERAMICA DE PRESTIGIO EN LOS ANDES CENTRALES DURANTE EL PRIMER MILENIO ANTES DE NUESTRA ERA UN ENFOQUE INTERDISCIPLINARIO,5. Cerrado,básica y aplicada,Humanidades,Procesos sociopolíticos en el Perú prehispánico,Departamento de Humanidades,Arqueología,"DULANTO BRESCIA, JALH ARTURO",DULANTO BRESCIA JALH ARTURO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
574,NO APLICA,2015-FAI-016,NO APLICA,2015,"PROGRAMA ARQUEOLÓGICO SAN JOSÉ DE MORO, ESTUDIO Y ANÁLISIS DE ARTEFACTOS FUNERARIOS",PROGRAMA ARQUEOLOGICO SAN JOSE DE MORO ESTUDIO Y ANALISIS DE ARTEFACTOS FUNERARIOS,5. Cerrado,básica y aplicada,Humanidades,Ciencias analíticas,Departamento de Humanidades,Arqueología,"CASTILLO BUTTERS, LUIS JAIME",CASTILLO BUTTERS LUIS JAIME,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
575,NO APLICA,2015-CAPI-081,NO APLICA,2015,PRESERVING THE COLONIAL BAROQUE CHURCHES IN THE ANDEAN REGION: 3D MODELLING AND NON-DESTRUCTIVE TESTING FOR ASSESSING THE SEISMIC RESPONSE OF THE CHURCH OF ST. PETER APOSTLE IN ANDAHUAYLILLAS,PRESERVING THE COLONIAL BAROQUE CHURCHES IN THE ANDEAN REGION 3D MODELLING AND NON DESTRUCTIVE TESTING FOR ASSESSING THE SEISMIC RESPONSE OF THE CHURCH OF ST PETER APOSTLE IN ANDAHUAYLILLAS,5. Cerrado,básica y aplicada,Ingeniería y Tecnología,"Modelamiento, experimentación y simulación",Departamento de Ingeniería,Civil,"AGUILAR VELEZ, RAFAEL",AGUILAR VELEZ RAFAEL,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
576,NO APLICA,2015-CAPI-083,NO APLICA,2015,NUEVOS AVANCES EN LAS TECNOLOGÍAS ÓPTICAS Y MECÁNICAS DE PRECISIÓN: DESARROLLO DE INSTRUMENTO VISUAL PARA LA OBSERVACIÓN DE AVES,NUEVOS AVANCES EN LAS TECNOLOGIAS OPTICAS Y MECANICAS DE PRECISION DESARROLLO DE INSTRUMENTO VISUAL PARA LA OBSERVACION DE AVES,5. Cerrado,Innovación y desarrollo tecnológico,Ciencias Naturales,Óptica aplicada,Departamento de Ciencias,Física,"BALDWIN OLGUIN, GUILLERMO EDMUNDO",BALDWIN OLGUIN GUILLERMO EDMUNDO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
577,NO APLICA,2015-CAPI-093,NO APLICA,2015,NEGOCIANDO DEL PODER: EL VIRREINATO DEL PERÚ Y LA CORONA ESPAÑOLA EN LA SEGUNDA MITAD DEL SIGLO XVII (VI ETAPA),NEGOCIANDO DEL PODER EL VIRREINATO DEL PERU Y LA CORONA ESPANOLA EN LA SEGUNDA MITAD DEL SIGLO XVII VI ETAPA,5. Cerrado,básica y aplicada,Humanidades,"Estado, sociedad, economía y política en el Perú y América Latina (siglos XVI-XXI)",Departamento de Humanidades,Historia,"SUAREZ ESPINOSA, MARGARITA MARIA",SUAREZ ESPINOSA MARGARITA MARIA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
578,NO APLICA,2015-CAPI-099,NO APLICA,2015,MODELAMIENTO DE LA CORROSIVIDAD DEL SULFATO FÉRRICO Y CLORURO FÉRRICO FRENTE A MATERIALES FERROSOS REPRESENTATIVOS EMPLEANDO HERRAMIENTAS DEL DISEÑO EXPERIMENTAL,MODELAMIENTO DE LA CORROSIVIDAD DEL SULFATO FERRICO Y CLORURO FERRICO FRENTE A MATERIALES FERROSOS REPRESENTATIVOS EMPLEANDO HERRAMIENTAS DEL DISENO EXPERIMENTAL,5. Cerrado,Innovación y desarrollo tecnológico,Ingeniería y Tecnología,Ciencias e ingeniería de los materiales,ICP - Instituto de Corrosión y Protección,,"GARCIA SANCHEZ, HALTER DIOSCORIDES",GARCIA SANCHEZ HALTER DIOSCORIDES,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
579,NO APLICA,2015-CAPI-108,NO APLICA,2015,MINIMAL MODELS ON 5-DIMENSIONAL SEIFERT BUNDLES,MINIMAL MODELS ON 5 DIMENSIONAL SEIFERT BUNDLES,5. Cerrado,básica y aplicada,Ciencias Naturales,Matemáticas puras,Departamento de Ciencias,Matemáticas,"CUADROS VALLE, JAIME",CUADROS VALLE JAIME,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
580,NO APLICA,2015-CAPI-074,NO APLICA,2015,"METABOLOMICA DEL AGUAYMANTO (PHYSALLIS PERUVIANA L.), FRESCO Y DESHIDRATADO, COMO CONTROL DE CALIDAD DEL PRODUCTO",METABOLOMICA DEL AGUAYMANTO PHYSALLIS PERUVIANA L FRESCO Y DESHIDRATADO COMO CONTROL DE CALIDAD DEL PRODUCTO,5. Cerrado,básica y aplicada,Ciencias Naturales,Ciencias analíticas,Departamento de Ciencias,Química,"MARUENDA CASTILLO, HELENA",MARUENDA CASTILLO HELENA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
581,NO APLICA,2015-CAPI-109,NO APLICA,2015,LYAPUNOV AND PERFORMANCE ANALYSIS OF SINGULAR JUMP LINEAR SYSTEMS,LYAPUNOV AND PERFORMANCE ANALYSIS OF SINGULAR JUMP LINEAR SYSTEMS,5. Cerrado,básica y aplicada,Ciencias Naturales,Matemáticas aplicadas,Departamento de Ciencias,Matemáticas,"CHAVEZ FUENTES, JORGE RICHARD",CHAVEZ FUENTES JORGE RICHARD,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
582,NO APLICA,2015-CAPI-089,NO APLICA,2015,LOS GRUPOS DE PODER ECONÓMICO DEL PERÚ ACTUAL Y SUS RELACIONES CON EL ESTADO Y LA SOCIEDAD CIVIL,LOS GRUPOS DE PODER ECONOMICO DEL PERU ACTUAL Y SUS RELACIONES CON EL ESTADO Y LA SOCIEDAD CIVIL,5. Cerrado,básica y aplicada,Ciencias Sociales,Procesos y actores sociales,Departamento de Ciencias Sociales,Ciencia Política,"DURAND ARP NISSEN, JOSE FRANCISCO",DURAND ARP NISSEN JOSE FRANCISCO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
583,NO APLICA,2015-CAPI-114,NO APLICA,2015,"LOS BITTI DE LA IGLESIA DE SAN PEDRO DE LIMA: CONTRIBUCIÓN DE LA QUÍMICA A UNA EVALUACIÓN DE TÉCNICAS, MATERIALES Y AUTORÍA",LOS BITTI DE LA IGLESIA DE SAN PEDRO DE LIMA CONTRIBUCION DE LA QUIMICA A UNA EVALUACION DE TECNICAS MATERIALES Y AUTORIA,5. Cerrado,básica y aplicada,Ciencias Naturales,Ciencias analíticas,Departamento de Ciencias,Química,"GONZALES GIL, PATRICIA ELENA",GONZALES GIL PATRICIA ELENA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
584,NO APLICA,2015-CAPI-105,NO APLICA,2015,LOCALIZACIÓN DE FALLOS DE UN SISTEMA ELÉCTRICO EN BAJA TENSIÓN MEDIANTE MÉTODOS DE IDENTIFICACIÓN DE SISTEMAS,LOCALIZACION DE FALLOS DE UN SISTEMA ELECTRICO EN BAJA TENSION MEDIANTE METODOS DE IDENTIFICACION DE SISTEMAS,5. Cerrado,básica y aplicada,Ingeniería y Tecnología,Ciencias e ingeniería de los materiales,Departamento de Ingeniería,Electricidad y Electrónica,"SOTOMAYOR MORIANO, JUAN JAVIER",SOTOMAYOR MORIANO JUAN JAVIER,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
585,NO APLICA,2015-CAPI-070,NO APLICA,2015,LA REORGANIZACIÓN SOCIAL DE LOS AWAJÚN. INVESTIGACIÓN SOBRE LA TRASFORMACIÓN DE LAS RELACIONES DE PARENTESCO EN UNA SOCIEDAD DE LA AMAZONÍA PERUANA,LA REORGANIZACION SOCIAL DE LOS AWAJUN INVESTIGACION SOBRE LA TRASFORMACION DE LAS RELACIONES DE PARENTESCO EN UNA SOCIEDAD DE LA AMAZONIA PERUANA,5. Cerrado,básica y aplicada,Ciencias Sociales,"Políticas públicas, de protección social y de grupos en situación de vulnerabilidad",Departamento de Ciencias Sociales,Antropología,"POZO BULEJE, ERIK",POZO BULEJE ERIK,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
586,NO APLICA,2015-FAI-019,NO APLICA,2015,LA NUEVA EDUCACIÓN SUPERIOR. CAMBIOS INSTITUCIONALES Y FORMAS DE GESTIÓN EN UNIVERSIDADES PRIVADAS DE BAJO COSTO EN LIMA METROPOLITANA,LA NUEVA EDUCACION SUPERIOR CAMBIOS INSTITUCIONALES Y FORMAS DE GESTION EN UNIVERSIDADES PRIVADAS DE BAJO COSTO EN LIMA METROPOLITANA,5. Cerrado,básica y aplicada,Ciencias Sociales,Política y gestión educativa,Departamento de Ciencias Sociales,Sociología,"BENAVIDES ABANTO, CARLOS MARTIN",BENAVIDES ABANTO CARLOS MARTIN,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
587,NO APLICA,2015-CAPI-100,NO APLICA,2015,LA MULTI RESIDENCIA Y LA MIGRACIÓN CIRCULAR COMO ESTRATEGIAS DE ADAPTACIÓN DE LAS FAMILIAS FRENTE A LOS DETERIOROS MEDIOAMBIENTALES EN LAS ÁREAS RURALES DE LA COSTA Y SIERRA PERUANA,LA MULTI RESIDENCIA Y LA MIGRACION CIRCULAR COMO ESTRATEGIAS DE ADAPTACION DE LAS FAMILIAS FRENTE A LOS DETERIOROS MEDIOAMBIENTALES EN LAS AREAS RURALES DE LA COSTA Y SIERRA PERUANA,5. Cerrado,básica y aplicada,Ciencias Sociales,"Medioambiente, recursos naturales y ecología","INTE - Instituto de Ciencias de la Naturaleza, del Territorio y de Energias Renovables",,"CASTRO CARPIO, AUGUSTO JOSE ANTONIO LAZARO",CASTRO CARPIO AUGUSTO JOSE ANTONIO LAZARO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
588,NO APLICA,2015-CAPI-126,NO APLICA,2015,"LA LENGUA BORA, SU ALFABETO E IDENTIDAD CULTURAL EN EL PERÚ: EL CASO DE LOS BORAHABLANTES DE LAS CUENCAS DEL MOMÓN, AMPIYACU Y YAGUASYACU",LA LENGUA BORA SU ALFABETO E IDENTIDAD CULTURAL EN EL PERU EL CASO DE LOS BORAHABLANTES DE LAS CUENCAS DEL MOMON AMPIYACU Y YAGUASYACU,5. Cerrado,básica y aplicada,Humanidades,Lenguas indígenas peruanas,Departamento de Humanidades,Lingüística y Literatura,"NAPURÍ ESPEJO, RODOLFO ANDRÉS",NAPURI ESPEJO RODOLFO ANDRES,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
589,NO APLICA,2015-CAPI-104,NO APLICA,2015,LA EMERGENCIA DE POLÍTICAS MULTICULTURALES EN LOS GOBIERNOS REGIONALES Y MUNICIPALES DEL PERÚ: LOS CASOS DE CUSCO Y AYACUCHO-HUAMANGA,LA EMERGENCIA DE POLITICAS MULTICULTURALES EN LOS GOBIERNOS REGIONALES Y MUNICIPALES DEL PERU LOS CASOS DE CUSCO Y AYACUCHO HUAMANGA,5. Cerrado,básica y aplicada,Ciencias Sociales,"Cultura, imaginarios y lenguajes","CISEPA - Centro de Investigación Social, Económica Política y Antropológica",,"ROUSSEAU, STEPHANIE",ROUSSEAU STEPHANIE,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
590,NO APLICA,2015-CAPI-102,NO APLICA,2015,"INVESTIGANDO EN FÍSICA FUNDAMENTAL: ALICE, MINERVA, FÍSICA/ASTROFÍSICA DE NEUTRINOS Y SUPERSIMETRÍA.",INVESTIGANDO EN FISICA FUNDAMENTAL ALICE MINERVA FISICA ASTROFISICA DE NEUTRINOS Y SUPERSIMETRIA,5. Cerrado,básica y aplicada,Ciencias Naturales,Óptica cuántica,Departamento de Ciencias,Física,"GAGO MEDINA, ALBERTO MARTIN",GAGO MEDINA ALBERTO MARTIN,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
591,NO APLICA,2015-CAPI-082,NO APLICA,2015,INNOVACIONES EN ENERGÍA SOLAR TÉRMICA CONCENTRADA PARA LA AGROINDUSTRIA,INNOVACIONES EN ENERGIA SOLAR TERMICA CONCENTRADA PARA LA AGROINDUSTRIA,5. Cerrado,Innovación y desarrollo tecnológico,Ingeniería y Tecnología,Ciencias e ingeniería de los materiales,Departamento de Ingeniería,Mecánica,"HADZICH MARIN, MIGUEL ANGEL",HADZICH MARIN MIGUEL ANGEL,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
592,NO APLICA,2015-FEXT-054,NO APLICA,2015,INCUBADORA CON RESPIRADOR ARTIFICIAL,INCUBADORA CON RESPIRADOR ARTIFICIAL,5. Cerrado,aplicada,Ingeniería y Tecnología,Bioingeniería y biotecnología,Departamento de Ingeniería,Electricidad y Electrónica,"CASTILLON LEVANO, CLAUDIO BRUNO",CASTILLON LEVANO CLAUDIO BRUNO,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,PROGRAMA NACIONAL DE INNOVACIÓN PARA LA COMPETITIVIDAD Y PRODUCTIVIDAD - PNICP
593,NO APLICA,2015-FAI-027,NO APLICA,2015,IMPLEMENTACIÓN DE UN ARCHIVO DIGITAL DE LENGUAS PERUANAS EN LA PUCP,IMPLEMENTACION DE UN ARCHIVO DIGITAL DE LENGUAS PERUANAS EN LA PUCP,5. Cerrado,básica y aplicada,Humanidades,"Comunicación, arte y cultura",Departamento de Humanidades,Lingüística y Literatura,"ZARIQUIEY BIONDI, ROBERTO DANIEL",ZARIQUIEY BIONDI ROBERTO DANIEL,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
594,NO APLICA,2015-FAI-020,NO APLICA,2015,IMPACTO POLÍTICO DE LAS REGLAS: EL CASO DE LAS ELECCIONES SUBNACIONALES,IMPACTO POLITICO DE LAS REGLAS EL CASO DE LAS ELECCIONES SUBNACIONALES,5. Cerrado,básica y aplicada,Ciencias Sociales,"Democracia, ciudadanía y derechos humanos",Departamento de Ciencias Sociales,Ciencia Política,"TUESTA SOLDEVILLA, FERNANDO",TUESTA SOLDEVILLA FERNANDO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
595,NO APLICA,2015-CAPI-101,NO APLICA,2015,IMPACTO DE LOS CAMBIOS AMBIENTALES EN COMUNIDADES INDÍGENAS DE LA AMAZONÍA PERUANA: LOS EFECTOS DEL CAMBIO CLIMÁTICO Y DE LA CONTAMINACIÓN EN COMUNIDADES INDÍGENAS DE SELVA BAJA (LORETO) Y DE SELVA ALTA (JUNÍN),IMPACTO DE LOS CAMBIOS AMBIENTALES EN COMUNIDADES INDIGENAS DE LA AMAZONIA PERUANA LOS EFECTOS DEL CAMBIO CLIMATICO Y DE LA CONTAMINACION EN COMUNIDADES INDIGENAS DE SELVA BAJA LORETO Y DE SELVA ALTA JUNIN,5. Cerrado,básica y aplicada,Ciencias Sociales,"Medioambiente, recursos naturales y ecología","INTE - Instituto de Ciencias de la Naturaleza, del Territorio y de Energias Renovables",,"ESPINOSA DE RIVERO, OSCAR ALBERTO",ESPINOSA DE RIVERO OSCAR ALBERTO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
596,NO APLICA,2015-CAPI-077,NO APLICA,2015,"IDENTIDADES COLECTIVAS, PERCEPCIONES ESTEREOTÍPICAS Y PREJUICIO INTERGRUPAL EN POBLADORES DE LIMA Y HUAMANGA",IDENTIDADES COLECTIVAS PERCEPCIONES ESTEREOTIPICAS Y PREJUICIO INTERGRUPAL EN POBLADORES DE LIMA Y HUAMANGA,5. Cerrado,básica y aplicada,Ciencias Sociales,"Democracia, ciudadanía y derechos humanos",Departamento de Psicología,Psicología,"CUETO SALDIVAR, ROSA MARÍA LUISA MARTINA",CUETO SALDIVAR ROSA MARIA LUISA MARTINA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
597,NO APLICA,2015-CAPI-091,NO APLICA,2015,"HORROR AL VACÍO, IDENTIDADES DE GÉNERO EN LA CULTURA POPULAR",HORROR AL VACIO IDENTIDADES DE GENERO EN LA CULTURA POPULAR,5. Cerrado,básica y aplicada,Ciencias Sociales,Género,Departamento de Ciencias Sociales,Antropología,"HUERTA MERCADO TENORIO, VICTOR ALEXANDER",HUERTA MERCADO TENORIO VICTOR ALEXANDER,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
598,NO APLICA,2015-CAPI-092,NO APLICA,2015,FUERA DE JUEGO: LAS BASES INSTITUCIONALES DE LA CRISIS DEL FUTBOL PERUANO,FUERA DE JUEGO LAS BASES INSTITUCIONALES DE LA CRISIS DEL FUTBOL PERUANO,5. Cerrado,básica y aplicada,Ciencias Sociales,"Política, gobierno e instituciones",Departamento de Ciencias Sociales,Sociología,"PANFICHI HUAMAN, ALDO ITALO",PANFICHI HUAMAN ALDO ITALO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
